ITEM_NUMBER,DESCRIPTION,SALES_UOM,PACK_CODE,CONVERSION_FACTOR,LENGTH,WIDTH,HEIGHT,UOM_WEIGHT
0113097,5 SHOT OPEN DIPOS FIX DEVICE,EA,NA,1,1.0,1.0,1.0,1
0113099,12 SHOT OPEN DISPOS FIX DEVICE,CA,PP,5,1.0,1.0,1.0,1
0113115,ENHANCED SORBFX LAP 15 TACKS,CA,NA,5,1.0,1.0,1.0,1
0113116,ENHANCED SORBFX LAP 30 TACKS,CA,NA,5,1.0,1.0,1.0,1
0113126,OPTIFIX FIXATION 30 TACKS,EA,NA,1,1.0,1.0,1.0,1
0115310J,InguinalHerniaMedLeft3DMaxMesh,EA,NA,1,1.0,1.0,1.0,1
0115311J,InguinalHerniaLgLeft3DMaxMesh,EA,NA,1,1.0,1.0,1.0,1
0115320J,InguinalHerniaMedRt3DMaxMesh,EA,NA,1,1.0,1.0,1.0,1
0115321J,InguinalHerniaLgRt3DMaxMesh,EA,NA,1,1.0,1.0,1.0,1
0119LT16,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT16P,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT18,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT18P,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT20,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT22,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT22P,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT24,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT24P,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT26,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0119LT26P,5CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0125SI18,IC RED LATEX 3-WAY 30CC,EA,NA,1,1.0,1.0,1.0,1
0125SI20,IC RED LATEX 3-WAY 30CC,EA,NA,1,1.0,1.0,1.0,1
0125SI22,IC RED LATEX 3-WAY 30CC,EA,NA,1,1.0,1.0,1.0,1
0125SI24,IC RED LATEX 3-WAY 30CC,EA,NA,1,1.0,1.0,1.0,1
0125SI26,IC RED LATEX 3-WAY 30CC,EA,NA,1,1.0,1.0,1.0,1
0138SI18,IC LONG TIP 3-WY 30CC LUB,EA,NA,1,1.0,1.0,1.0,1
0138SI20,IC LONG TIP 3-WY 30CC LUB,EA,NA,1,1.0,1.0,1.0,1
0138SI22,IC LONG TIP 3-WY 30CC LUB,EA,NA,1,1.0,1.0,1.0,1
0138SI24,IC LONG TIP 3-WY 30CC LUB,EA,NA,1,1.0,1.0,1.0,1
0138SI26,IC LONG TIP 3-WY 30CC LUB,EA,NA,1,1.0,1.0,1.0,1
0153504,C/E URINE DRAINAGE BAG,CA,NA,20,1.0,1.0,1.0,1
0165LJ12,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ12P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ14,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ14P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ16,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ16P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ18,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ18P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ20,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ20P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ22,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ22P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ24,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165LJ24P,10CC BARDEX BIO-CATH W/J,EA,NA,1,1.0,1.0,1.0,1
0165PL08J,PEDIATRIC  BIOCATH,EA,NA,1,1.0,1.0,1.0,1
0165PL10J,PAEDIATRIC BIOCATH,EA,NA,1,1.0,1.0,1.0,1
0165SI12K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI14K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI16K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI18K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI20K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI22K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI24K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI26K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI28K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SI30K,BARDEX SILVER M.C.SPECIAL,EA,NA,1,1.0,1.0,1.0,1
0165SIJ12,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ14,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ16,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ18,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ20,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ22,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ24,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ26,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ28,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0165SIJ30,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ12,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ14,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ16,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ18,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ20,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ22,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ24,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ26,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ28,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0166SIJ30,BARDEX SILVER LUBRI CATH,EA,NA,1,1.0,1.0,1.0,1
0167LT16,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT16P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT18,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT18P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT20,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT20P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT22,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT22P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT24,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT24P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT26,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0167LT26P,30CC BARDEX 3W W/ADAPTER,EA,NA,1,1.0,1.0,1.0,1
0169LV18,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV18P,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV20,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV20P,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV22,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV22P,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0169LV26,BARDCO FEMALE LENGTH FOLE,EA,NA,1,1.0,1.0,1.0,1
0174SI18,IC STAG EYES 3-WY 5CC LUB,EA,NA,1,1.0,1.0,1.0,1
0174SI20,IC STAG EYES 3-WY 5CC LUB,EA,NA,1,1.0,1.0,1.0,1
0174SI22,IC STAG EYES 3-WY 5CC LUB,EA,NA,1,1.0,1.0,1.0,1
0174SI24,IC STAG EYES 3-WY 5CC LUB,EA,NA,1,1.0,1.0,1.0,1
0174SI26,IC STAG EYES 3-WY 5CC LUB,EA,NA,1,1.0,1.0,1.0,1
0187,FFS DAVIS POSITIVE,EA,NA,1,1.0,1.0,1.0,1
021508P,*0215   8 14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021510P,*0215  10  14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021512P,*0215 12 14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021514P,*0215   14   14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021516P,*0215   16   14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021518P,*0215   18   14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021520P,*0215 20  14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021522P,*0215  22  14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021524P,*0215  24  14 PHILLIPS,EA,NA,1,1.0,1.0,1.0,1
021803P,*3F 18 FILIFORM STRAIT,EA,NA,1,1.0,1.0,1.0,1
021804P,*4F 18 FILIFORM STRAIT,EA,NA,1,1.0,1.0,1.0,1
021805P,*5F 18 FILIFORM STRAIT,EA,NA,1,1.0,1.0,1.0,1
021806P,*6F 18 FILIFORM STRAIT,EA,NA,1,1.0,1.0,1.0,1
021902P,*2F 12.5 STRAIT TIP,EA,NA,1,1.0,1.0,1.0,1
021903P,*3F 12.5 STRAIT TIP,EA,NA,1,1.0,1.0,1.0,1
021904P,*4F 12.5  STRAIT TIP,EA,NA,1,1.0,1.0,1.0,1
021905P,*5F 12.5  STRAIT TIP,EA,NA,1,1.0,1.0,1.0,1
021906P,*6F 12.5  STRAIT TIP,EA,NA,1,1.0,1.0,1.0,1
022004P,*4F 18 FILIFORM SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022005P,*5F 18 FILIFORM SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022006P,*6F 18 FILIFORM SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022102P,*2F 12.5 SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022103P,*3F 12.5 SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022104P,*4F 12.5  SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022105P,*5F 12.5 SPIRAL TIP,EA,NA,1,1.0,1.0,1.0,1
022106P,*6F 12.5 SPIR TIP,EA,NA,1,1.0,1.0,1.0,1
022204P,*4F 18 FILIFOR/COUDE,EA,NA,1,1.0,1.0,1.0,1
022205P,*5F 18 FILIFOR/COUDE,EA,NA,1,1.0,1.0,1.0,1
022206P,*6F 18 FILIFOR/COUDE,EA,NA,1,1.0,1.0,1.0,1
022303P,*0223  312.5 BARD 223 FIL,EA,NA,1,1.0,1.0,1.0,1
022304P,*0223 412.5 BARD 223 FILI,EA,NA,1,1.0,1.0,1.0,1
022305P,*0223 512.5 BARD 223 FILI,EA,NA,1,1.0,1.0,1.0,1
022306P,*0223 612.5 BARD 223 FILI,EA,NA,1,1.0,1.0,1.0,1
022405,WOVEN FILIFORM TIP-5 CM,EA,NA,1,1.0,1.0,1.0,1
02290040,T   32-125,EA,NA,1,1.0,1.0,1.0,1
02311050,T35 150B,EA,NA,1,1.0,1.0,1.0,1
023805P,*0238 5F 25 FILIF STRT,EA,NA,1,1.0,1.0,1.0,1
024008P,*0240 8  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024010P,*0240 10  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024012P,*0240 12  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024014P,*0240 14  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024016P,*0240 16  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024018P,*0240 18  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024020P,*0240 20  14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
024024P,*0240 24 14 PHILIPS BGE,EA,NA,1,1.0,1.0,1.0,1
02720080,Guidewire PTFE Coated,EA,NA,1,1.0,1.0,1.0,1
03070050,"TJ  35-150-1,5",EA,NA,1,1.0,1.0,1.0,1
0308-01,MRNI REUSABLE TEMPLATE,EA,NA,1,1.0,1.0,1.0,1
0310-01,MRNI REUSABLE TEMPLATE,EA,NA,1,1.0,1.0,1.0,1
03350030,"TJ  25-100-3,0",EA,NA,1,1.0,1.0,1.0,1
03350050,"TJ  25-150-3,0",EA,NC,1,1.0,1.0,1.0,1
03390040,"TEF FC 3MM J .032"" 125CM",EA,NA,1,1.0,1.0,1.0,1
03393,PolyWoven,EA,NA,1,1.0,1.0,1.0,1
03410050,"TEFFC3 J.035""150 PC99-104",CA,NC,10,1.0,1.0,1.0,1
03430020,"TEFFC3 J.038""80  PC99-104",EA,NA,1,1.0,1.0,1.0,1
03430050,"TEFFC3 J.038""150 PC 01-33",EA,NA,1,1.0,1.0,1.0,1
03430055,PTFECoatedGuidewire,EA,NA,1,1.0,1.0,1.0,1
035200J3B,GuideWireEncompassOTW,EA,NA,1,1.0,1.0,1.0,1
036103P,*0361  3  27 GRAD WHIST,EA,NA,1,1.0,1.0,1.0,1
036104P,*0361  4   27  GRAD WHIST,EA,NA,1,1.0,1.0,1.0,1
036105P,*0361 5  27 GRAD WHIST,EA,NA,1,1.0,1.0,1.0,1
036106P,*0361 6 27 GRAD WHIST,EA,NA,1,1.0,1.0,1.0,1
036303P,*0363 3   27 GRAD ROUND,EA,NA,1,1.0,1.0,1.0,1
036304P,*0363  4  27  GRAD ROUND,EA,NA,1,1.0,1.0,1.0,1
036305P,*0363  5  27 GRAD ROUND,EA,NA,1,1.0,1.0,1.0,1
036306P,*0363 6  27 GRAD ROUND,EA,NA,1,1.0,1.0,1.0,1
036503P,*0365 3  27 GRAD OLIVE,EA,NA,1,1.0,1.0,1.0,1
036504P,*0365  4  27 GRAD OLIVE,EA,NA,1,1.0,1.0,1.0,1
036505P,*0365  5  27 GRAD OLIVE,EA,NA,1,1.0,1.0,1.0,1
036506P,*6 27 GRAD OLIV 0365,EA,NA,1,1.0,1.0,1.0,1
037404P,*0374  4  27  BLAS FIL,EA,NA,1,1.0,1.0,1.0,1
037405P,*0374  5  27 BLAS FIL,EA,NA,1,1.0,1.0,1.0,1
037406P,*0374 6  27 BLAS FILIFORM,EA,NA,1,1.0,1.0,1.0,1
037504P,*0375  4  27 BLAS SPIRAL,EA,NA,1,1.0,1.0,1.0,1
037505P,*0375  5  27 BLAS SPIRAL,EA,NA,1,1.0,1.0,1.0,1
037506P,*0375 6  27 BLAS SPIRAL,EA,NA,1,1.0,1.0,1.0,1
037508P,*0375 8  27 BLAS SPIRAL,EA,NA,1,1.0,1.0,1.0,1
037606P,*0376 6  27 BRAASCH URETE,EA,NA,1,1.0,1.0,1.0,1
037607P,*0376 7  27 BRAASCH URET,EA,NA,1,1.0,1.0,1.0,1
037608P,*0376 8 27 BRAASCH,EA,NA,1,1.0,1.0,1.0,1
037610P,*10 27 BRAASCH 0376,EA,NA,1,1.0,1.0,1.0,1
038008P,*8F 27 FOLEY CONE 0380,EA,NA,1,1.0,1.0,1.0,1
038010P,*0380 10 27 FOLEY CONE,EA,NA,1,1.0,1.0,1.0,1
038012P,*0380 12 27 FOLEY CONE,EA,NA,1,1.0,1.0,1.0,1
038604P,*0386  4  27 WISHARD,EA,NA,1,1.0,1.0,1.0,1
038605P,*0386  5  27 WISHARD,EA,NA,1,1.0,1.0,1.0,1
038606P,*0386 6 27 WISHARD,EA,NA,1,1.0,1.0,1.0,1
039330P,URET GRASP FOR 3F 3-WIRE,EA,NA,1,1.0,1.0,1.0,1
039470,StoneBasketSsFlatwireNoTip,EA,NA,1,1.0,1.0,1.0,1
039470P,FT WIR ST EXT 3F 70CN,EA,NA,1,1.0,1.0,1.0,1
039490P,3F 90CM FLT WR STONE EXTR,EA,NA,1,1.0,1.0,1.0,1
039495P,FLT WIR ST EXT 3F 115CM,EA,NA,1,1.0,1.0,1.0,1
039515P,TOR-STA HEL ST EXT 3F 115,EA,NA,1,1.0,1.0,1.0,1
039570P,TOR-STA HEL ST EXT 3F 70,EA,NA,1,1.0,1.0,1.0,1
039590P,TOR-STA HEL ST EXT 3F 90,EA,NA,1,1.0,1.0,1.0,1
039591P,TOR-STA HEL ST EXT 3F 90,EA,NA,1,1.0,1.0,1.0,1
039595P,TOR-STA HEL ST EXT 3F 115,EA,NA,1,1.0,1.0,1.0,1
039615P,3F 115CM GRASP FORCEPS,EA,NA,1,1.0,1.0,1.0,1
039690P,3F 90CM GRASPING FORCEP,EA,NA,1,1.0,1.0,1.0,1
039715P,MINI FT WIR ST EXT 3F 115,EA,NA,1,1.0,1.0,1.0,1
039790P,MINI FLT WIR ST EXT 3F 90,EA,NA,1,1.0,1.0,1.0,1
039815P,MIN FLT WIR ST EXT 2.4F,EA,NA,1,1.0,1.0,1.0,1
039890P,MIN FLT WIR ST EXT 2.4F,EA,NA,1,1.0,1.0,1.0,1
040415P,3F 115CM 6-WIRE HEL ST/BA,EA,NA,1,1.0,1.0,1.0,1
040470,"BASKET,HELICAL,2X4 70CM",EA,NA,1,1.0,1.0,1.0,1
040490P,3F 90CM 6-WIRE HEL ST/BAS,EA,NA,1,1.0,1.0,1.0,1
0406,UretCathAdapterMetal,EA,NA,1,1.0,1.0,1.0,1
0410,Japan20SeedReusableCartridge,EA,NA,1,1.0,1.0,1.0,1
041415P,3F 115CM 6-WIRE HEL ST/BA,EA,NA,1,1.0,1.0,1.0,1
041470,"BASKET,HELICAL,2X4,70CM",EA,NA,1,1.0,1.0,1.0,1
041490P,3F 90CM 6-WIRE HEL ST/BAS,EA,NA,1,1.0,1.0,1.0,1
042310P,2.4 DIMENSION ART BSK,EA,NA,1,1.0,1.0,1.0,1
042313P,2.4 DIMENSION ART BSK,EA,NA,1,1.0,1.0,1.0,1
042316P,2.4 DIMENSION ART BSK,EA,NA,1,1.0,1.0,1.0,1
042400,TiplessNitinolStnBskt,CA,NA,1,1.0,1.0,1.0,1
043000,TiplessNitinolStnBskt,CA,NA,1,1.0,1.0,1.0,1
04320050,"TBJ 35-150-3,0",EA,NC,1,1.0,1.0,1.0,1
043310P,"BSKT, ARTICULATING 3F10MM",EA,NA,1,1.0,1.0,1.0,1
043313P,"BSKT, ARTICULATING 3F13MM",EA,NA,1,1.0,1.0,1.0,1
043316P,"BSKT, ARTICULATING 3F16MM",EA,NA,1,1.0,1.0,1.0,1
04340050,"TBJ 38-150-3,0",EA,NA,1,1.0,1.0,1.0,1
044022,PTFE Tape Monster,EA,NA,1,1.0,1.0,1.0,1
044315,LIPPITT NONRETRACT GRASPR,EA,NA,1,1.0,1.0,1.0,1
045385,URETEROSCOPIC STONE BASKT,EA,NA,1,1.0,1.0,1.0,1
045390P,3FR 90CM FLATWIR ST BSKT,EA,NA,1,1.0,1.0,1.0,1
045490P,3FR FLATWIRE BSKT W/TIP,EA,NA,1,1.0,1.0,1.0,1
045515,StoneBasketSsFlatwireNoTip,EA,NA,1,1.0,1.0,1.0,1
045590,StoneBasketSsFlatwireNoTip,EA,NA,1,1.0,1.0,1.0,1
04570050,TJ35 150-3,EA,NA,1,1.0,1.0,1.0,1
046315,3FR 115CM HITORQ ST BSKT,EA,NA,1,1.0,1.0,1.0,1
046370,3FR 70CM HITORQ ST BSKT,EA,NA,1,1.0,1.0,1.0,1
046390,3FR 90CM HITORQ ST BSKT,EA,NA,1,1.0,1.0,1.0,1
046465,4WIRE URETOSCOP STONE BSK,EA,NA,1,1.0,1.0,1.0,1
047315,3F/4W HELICAL W/TIP 115CM,EA,NA,1,1.0,1.0,1.0,1
047390,3FR 4W HELICAL W/TIP 90CM,EA,NA,1,1.0,1.0,1.0,1
048315,3FR 115CM NONRETR FORCEPS,EA,NA,1,1.0,1.0,1.0,1
048390,3FR 90CM NONRETR FORCEPS,EA,NA,1,1.0,1.0,1.0,1
048415,URETERS GRASPNG FORCEPS,EA,NA,1,1.0,1.0,1.0,1
048465,3WIRE URETOSCOP GRASP BSK,EA,NA,1,1.0,1.0,1.0,1
050072,3 LUMEN PAPILLOTOME 20/20,EA,NA,1,1.0,1.0,1.0,1
050074,3 LUMEN PAPILLOTOME 30/20,EA,NA,1,1.0,1.0,1.0,1
050501,TPVApplicatorsTRLCassette,EA,NA,1,1.0,1.0,1.0,1
050602,TPJapanApplicatorsStrlCassette,EA,NA,1,1.0,1.0,1.0,1
050803,MCGUIRE URINAL MED 0508MY,EA,NA,1,1.0,1.0,1.0,1
05100050,"A-TBJ 35-150-3,0",EA,NA,1,1.0,1.0,1.0,1
0512552,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0512554,5.0FX125CM  5MMX4CM,EA,NA,1,1.0,1.0,1.0,1
0512562,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0512564,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0512574,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0512583,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0538,U/P ADAPTER /TUBING 20CM,EA,NA,1,1.0,1.0,1.0,1
0540610,5.0FX40CM  6MMX10CM,EA,NA,1,1.0,1.0,1.0,1
05410000,BlackStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05410010,BlackStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05410100,BlackStraightGuideWire,EA,NC,1,1.0,1.0,1.0,1
05410220,BlackStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05411010,BlackJCurveGuideWire,EA,NC,1,1.0,1.0,1.0,1
05420010,BlueStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05420020,BlueStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05420210,BlueStraightGuideWire,EA,NA,1,1.0,1.0,1.0,1
05420220,BlueStraightGuideWire,EA,NC,1,1.0,1.0,1.0,1
05421010,BlueJCurveGuideWire,EA,NC,1,1.0,1.0,1.0,1
05540060,SP-KWD   35- 90,EA,NA,1,1.0,1.0,1.0,1
057153,6F 125CM SOFT TIP NBIH  *,EA,NA,1,1.0,1.0,1.0,1
05740060,"SP-KWD-J   35- 90-3,0",EA,NA,1,1.0,1.0,1.0,1
0575410,5.0FX75CM  4MMX10CM,EA,PP,1,1.0,1.0,1.0,1
0575510,5.0FX75CM  5MMX10CM,EA,NC,1,1.0,1.0,1.0,1
0575610,5.0FX75CM  6MMX10CM,EA,NC,1,1.0,1.0,1.0,1
0575810,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0585102,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0585104,BalloonCatheter,EA,NA,1,1.0,1.0,1.0,1
0600060CE,INTL BROV 4.2FR BASIC TR,EA,NA,1,1.0,1.0,1.0,1
0600064,SingleLumenPediatricCatheter,EA,NA,1,1.0,1.0,1.0,1
0600100CE,INTL BROV 6.6FR BASIC TR,EA,NA,1,1.0,1.0,1.0,1
0600104,SingleLumenPediatricCatheter,EA,NA,1,1.0,1.0,1.0,1
0600162,SingleLumenCathSureCuffCuff,EA,NA,1,1.0,1.0,1.0,1
0600342,RoundDLCathRadiopaqueSilicone,EA,NA,1,1.0,1.0,1.0,1
0600344,DLCathVitaCuffSureCuff,EA,NA,1,1.0,1.0,1.0,1
0600350,DualLumenCatheterSureCuff  -,EA,PP,1,1.0,1.0,1.0,1
0600450CE,INTL HEMO 13.5FR 45CM IN,EA,NA,1,1.0,1.0,1.0,1
0600460,TripleLumenCatheterSureCuff,EA,NA,1,1.0,1.0,1.0,1
0600470CE,INTL HEMO 13.5FR 55CM IN,EA,NA,1,1.0,1.0,1.0,1
0600510,"PowerHohn, 5Fr, SL, Basic",EA,NA,1,1.0,1.0,1.0,1
0600632,RndDLCathVitaCuffAntimicIntro,EA,NA,1,1.0,1.0,1.0,1
0601180,PTFEPeelApartIntroducerSystem,CA,PP,10,1.0,1.0,1.0,1
0601410,PercutaneousIntroducerKit,EA,NC,1,1.0,1.0,1.0,1
0601430,PercutaneousIntroducerKit,EA,NC,1,1.0,1.0,1.0,1
0601440,PercutaneousIntroducerKit,EA,NC,1,1.0,1.0,1.0,1
0601480,PercutaneousIntroducerKit,EA,NA,1,1.0,1.0,1.0,1
0601490,PercutaneousIntroducerKit,EA,NC,1,1.0,1.0,1.0,1
0601500,14FR INTRODUCER KIT,EA,NA,1,1.0,1.0,1.0,1
0601515,"5 Fr S/L PowerHohn, Full Kit,",EA,NA,1,1.0,1.0,1.0,1
0602160,HICKMAN DUAL PORT-PLASTIC,EA,NA,1,1.0,1.0,1.0,1
0602370,MRIDualPortSilOpenEndCath,EA,NA,1,1.0,1.0,1.0,1
0602900,FullProceduralTraySureCuff,EA,NA,1,1.0,1.0,1.0,1
0602902,FullProceduralTraySureCuff,EA,NA,1,1.0,1.0,1.0,1
0602930,RepairKitLongTermEpiduralCath,EA,NA,1,1.0,1.0,1.0,1
0603122,8FR GROSH VITA(-2) INTRO,EA,NA,1,1.0,1.0,1.0,1
0603134,9.5FR GROSH DL VITA -4 I,EA,NA,1,1.0,1.0,1.0,1
0603170,HICKMAN SUBQPORT TITANIU,EA,NA,1,1.0,1.0,1.0,1
0603340,WingedInfusionSet,CA,PP,20,1.0,1.0,1.0,1
0603540,PORT MRI PREC HICK W/INT,EA,NA,1,1.0,1.0,1.0,1
0603833,MRI L/P Port W/Grosh 7,EA,NC,1,1.0,1.0,1.0,1
0603873,MRI L/P Port W/Grosh 7,EA,NC,1,1.0,1.0,1.0,1
0603970,"INTROEZE INTROKIT,5FR,4FR",EA,NA,1,1.0,1.0,1.0,1
06040060,LLPD   35- 90,EA,NA,1,1.0,1.0,1.0,1
0604260,WINGED INF SET 25GAX1.50,CA,PP,20,1.0,1.0,1.0,1
0604540,MRIHardBasePortWithCatheter,EA,NA,1,1.0,1.0,1.0,1
0604560,MRI HARD B ATT OPEN 9.6,EA,NA,1,1.0,1.0,1.0,1
0604999,DL PU 7 Fr Slimport Demo,EA,NA,1,1.0,1.0,1.0,1
